364458.647372961 10.202174831    0.228096162     0.393426569     0.009508081     -0.011050434    0.016695630     0.999754340     
364458.747329473 10.590574500    0.235210079     0.401261154     0.009214608     -0.010070640    0.012917874     0.999823385     
364458.847339869 10.998756115    0.245146625     0.398870484     0.008956693     -0.010872567    0.011154869     0.999838554     
364458.947367191 11.407509920    0.249145417     0.400965970     0.007657443     -0.012115753    0.010941923     0.999837410     
364459.047359705 11.822340757    0.252844998     0.402148819     0.006507962     -0.013642998    0.010424270     0.999831411     
364459.147311687 12.243374423    0.266593914     0.402374265     0.006939554     -0.014289149    0.008453398     0.999838088     
364459.247355461 12.665664510    0.283393263     0.401557933     0.008747084     -0.013924399    0.007923513     0.999833395     
364459.347290039 13.016639219    0.285610438     0.374408632     0.013012664     -0.014114306    0.003964896     0.999807850     
364459.447302580 13.445573059    0.297255758     0.375268050     0.013836662     -0.014396591    0.003734698     0.999793647     
364459.547309160 13.881741292    0.295249690     0.379386703     0.010492879     -0.015143382    0.003377323     0.999824570     
364459.647300959 14.323019296    0.276128126     0.396540616     0.006928804     -0.014602585    0.005148978     0.999856112     
364459.747310162 14.730797310    0.274980507     0.412827697     0.004136637     -0.013988079    0.004816321     0.999882006     
364459.847361565 15.183185587    0.281270802     0.417298864     0.003327801     -0.014662327    0.004116242     0.999878492     
364459.947302341 15.643165205    0.299340741     0.413029995     0.008028416     -0.016801123    0.003715914     0.999819713     
364460.047289848 16.150173193    0.315162428     0.426531105     0.009963743     -0.017714198    0.003859566     0.999785994     
364460.147290468 16.612523600    0.304019877     0.441154747     0.007444528     -0.016615227    0.003838831     0.999826873     
364460.247277260 17.025484330    0.291048918     0.428827830     0.004471767     -0.014910202    0.003538560     0.999872576     
364460.347270966 17.498510444    0.288303574     0.440065184     0.002943696     -0.014541118    0.003237470     0.999884698     
364460.447259426 17.971991042    0.293665475     0.441576883     0.003125655     -0.014188071    0.002375051     0.999891638     
364460.547263384 18.452461821    0.301185334     0.447997126     0.004224932     -0.013154264    0.002088213     0.999902373     
364460.647266388 18.936191825    0.312029234     0.447977056     0.005726635     -0.012685569    0.000738537     0.999902864     
364460.747284174 19.428256839    0.313717861     0.456541934     0.006171571     -0.012021457    0.000026652     0.999908694     
364460.847265482 19.925498561    0.313139274     0.468977105     0.005959129     -0.010982752    -0.001111705    0.999921313     
364460.947277308 20.420514852    0.314607539     0.476861735     0.004756958     -0.009934657    -0.001354953    0.999938417     
364461.047258139 20.926895842    0.320158542     0.479533106     0.004652804     -0.009973579    -0.001630031    0.999938109     
364461.147257090 21.438995133    0.327288721     0.479893336     0.005203654     -0.010939231    -0.001866792    0.999924882     
364461.247282505 21.955938446    0.335317145     0.479835440     0.006510290     -0.012035284    -0.001975139    0.999904429     
364461.347250700 22.470227478    0.337002010     0.481934736     0.007037765     -0.012785268    -0.002772025    0.999889655     
364461.447233438 22.947740912    0.349723103     0.526459201     0.006803295     -0.013125823    -0.001907467    0.999888889     
