364458.647372961 10.205394932    0.229454935     0.411088539     0.009580624     -0.011028910    0.011824625     0.999823361     
364458.747329473 10.601654684    0.235528630     0.418494801     0.009401261     -0.009708841    0.010004764     0.999858620     
364458.847339869 11.002901616    0.240659786     0.421931446     0.009063356     -0.010205602    0.009834694     0.999858480     
364458.947367191 11.411589237    0.244222708     0.424411825     0.007762088     -0.011446407    0.009622697     0.999858057     
364459.047359705 11.833452162    0.251980367     0.426248441     0.006638587     -0.013195065    0.008114416     0.999857978     
364459.147311687 12.255557215    0.264834244     0.432648365     0.006992894     -0.013873107    0.007022380     0.999854651     
364459.247355461 12.683213354    0.281606039     0.429971477     0.008960775     -0.013618818    0.006121800     0.999848366     
364459.347290039 13.113715239    0.302095517     0.377956921     0.012849997     -0.013643532    0.005435499     0.999809575     
364459.447302580 13.459354308    0.291688188     0.380257731     0.013691454     -0.014068136    0.005836672     0.999790260     
364459.547309160 13.896614459    0.286429422     0.384575367     0.010348320     -0.014823189    0.005479835     0.999821562     
364459.647300959 14.337680392    0.275633852     0.393805430     0.006648369     -0.014665901    0.005605393     0.999854634     
364459.747310162 14.743827318    0.268497335     0.410347684     0.003821588     -0.013910372    0.006782577     0.999872939     
364459.847361565 15.236009975    0.273818749     0.429439267     0.003112768     -0.014443966    0.008488441     0.999854804     
364459.947302341 15.697119791    0.291547338     0.427439049     0.007825826     -0.016563604    0.008087184     0.999799480     
364460.047289848 16.160794412    0.303143838     0.441310160     0.009016497     -0.017352679    0.006735522     0.999786087     
364460.147290468 16.625758941    0.298600974     0.452963154     0.007232411     -0.016309535    0.006948554     0.999816688     
364460.247277260 17.023423475    0.291209984     0.431879460     0.004349620     -0.014494980    0.006773176     0.999862541     
364460.347270966 17.496380422    0.288971893     0.443615220     0.002823397     -0.014132142    0.006475423     0.999875182     
364460.447259426 17.970878189    0.295152363     0.447860131     0.002976178     -0.013637691    0.007038925     0.999877797     
364460.547263384 18.449692820    0.305415340     0.454438657     0.004226161     -0.012600755    0.006854983     0.999888179     
364460.647266388 18.933587641    0.311815223     0.457149774     0.005505949     -0.012441695    0.004444277     0.999897563     
364460.747284174 19.423628982    0.314607398     0.460171579     0.005878314     -0.012214565    0.004872935     0.999896247     
364460.847265482 19.918070579    0.316070243     0.464118191     0.005592879     -0.011863683    0.004704269     0.999902917     
364460.947277308 20.415895581    0.315450208     0.471337490     0.004551316     -0.010859834    0.004472066     0.999920672     
364461.047258139 20.921494396    0.320424511     0.477190869     0.004572915     -0.010885666    0.004974396     0.999917920     
364461.147257090 21.429666472    0.326746482     0.480908826     0.004605097     -0.011898972    0.005542874     0.999903237     
364461.247282505 21.906309120    0.352821749     0.523242423     0.006365720     -0.012904687    0.006692393     0.999874071     
364461.347250700 22.423463500    0.358576854     0.527103302     0.006590261     -0.013661356    0.006409476     0.999864418     
364461.447233438 22.943331933    0.361490357     0.531317699     0.006174663     -0.014237644    0.006223617     0.999860205     
